url,title,created_date,last_comment,num_comments
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200696,Loss Functions for Multiclass imbalanced data,2020-12-01 22:25:13,2020-12-03 23:41:58,7
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198788,How much time does it take for the submission to show result in a very simple model.,2020-11-23 12:48:20,2020-12-13 05:35:02,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201251,My Understanding related to a TTA (Test Time Augmentation),2020-12-04 05:18:53,2020-12-04 08:42:52,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201320,can i use some way of lossless image compression ?,2020-12-04 16:56:31,2020-12-04 20:53:21,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201031,label_num_to_disease_map.json,2020-12-03 07:18:28,2020-12-04 10:35:56,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201306,How to make a first successful submission when you know a little bit of Python,2020-12-04 14:04:45,2020-12-04 14:04:45,0
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201439,Is there one test image?,2020-12-05 12:15:25,2020-12-05 15:39:58,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200412,Some Insights about the Data,2020-11-30 20:59:43,2020-12-01 13:04:21,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201209,Good To Know Facts,2020-12-04 02:34:56,2020-12-04 17:45:23,10
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200854,Data not found ? in data explorer,2020-12-02 15:00:44,2020-12-05 14:14:46,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201278,Any idea why it is taking like 30 mins to just run first epoch,2020-12-04 10:06:56,2020-12-05 18:00:57,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199902,External data: Mendeley Leaves,2020-11-28 06:53:13,2020-12-01 06:41:10,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201052,Did something change with the leaderboard?,2020-12-03 08:43:40,2020-12-03 10:38:03,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201166,Download the dataset on google Colab,2020-12-03 22:28:09,2020-12-03 22:51:15,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/201155,Classwise probability threshold calibration?,2020-12-03 21:21:50,2020-12-03 21:21:50,0
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200807,CenterCrop + Resize on validation dataset,2020-12-02 09:20:12,2020-12-02 11:56:49,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200952,How to properly pick the test fold in k-fold validation?,2020-12-02 23:00:14,2020-12-04 00:30:07,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200460,A way to scrape more data from google,2020-12-01 02:03:19,2020-12-01 23:51:34,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199786,Pseudo-Labelling Improved My LB,2020-11-27 19:03:50,2020-12-01 02:43:36,22
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198122,Great to see a competition from and for Africa,2020-11-20 06:41:26,2020-12-03 07:50:32,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198135,Competition Metric,2020-11-20 08:01:20,2020-12-01 05:54:12,36
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200901,erroneous labeling,2020-12-02 19:38:45,2020-12-03 17:03:47,5
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200308,Newbie Questions using Pretrained model with Internet Off?,2020-11-30 07:40:17,2020-12-02 23:49:37,8
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200890,'NoneType' object is not subscriptable?,2020-12-02 18:54:52,2020-12-04 21:09:50,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200643,Why cannot see my submission？,2020-12-01 18:19:37,2020-12-03 10:57:21,5
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198620,Fmix v.s. Cutmix Simple Explanation and Visualizations,2020-11-22 14:01:10,2020-12-01 16:30:51,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199548,Insights of Not Over-fitting to LB,2020-11-26 15:42:00,2020-11-28 00:03:39,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200748,What is Inference ?,2020-12-02 02:20:00,2020-12-02 13:16:59,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200805,What's wrong with the leaderboard?,2020-12-02 08:58:33,2020-12-02 09:03:10,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200179,Cosine Annealing Warm Restarts Scheduler Research Paper,2020-11-29 17:46:28,2020-11-30 22:54:36,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200821,Pseudo label permited in this competetion?,2020-12-02 11:21:03,2020-12-04 00:24:27,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200876,Newbie question: Can not load efficient net weights,2020-12-02 17:17:45,2020-12-02 18:23:35,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199102,Some images are misclassified as Healthy,2020-11-24 20:57:55,2020-12-03 23:02:15,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200301,External Data Questions,2020-11-30 06:34:19,2020-11-30 09:38:19,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200182,How much is randomness affecting...,2020-11-29 17:54:28,2020-12-02 22:32:55,13
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198747,Can I use locally trained models?,2020-11-23 06:14:23,2020-12-02 20:45:01,10
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199920,Misconceptions about fastai and PyTorch - Too Much Magic,2020-11-28 09:36:46,2020-11-29 01:24:18,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200363,Web scraping,2020-11-30 16:21:22,2020-11-30 16:21:22,0
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200889,Submission CSV Not Found,2020-12-02 18:54:44,2020-12-02 20:50:49,5
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198987,Cassava Brown Streak Disease unusual instances,2020-11-24 07:47:06,2020-11-30 17:20:30,7
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200877,Weight download question,2020-12-02 17:28:04,2020-12-02 18:47:31,5
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200239,OOM in Kaggle Notebook,2020-11-30 00:38:30,2020-11-30 20:36:56,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200618,"What's ""single model"" exactly?",2020-12-01 15:52:39,2020-12-01 19:21:01,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198131,Previous Cassava Leaf Disease Classification,2020-11-20 07:09:20,2020-11-28 04:36:10,22
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200393,Submission Score is 0.00 Always,2020-11-30 19:07:07,2020-12-02 14:12:58,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199602,Merged Dataset with Previous Kaggle Cassava Leaf Disease Competition,2020-11-26 20:48:11,2020-11-29 03:21:19,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199631,Mixed Precision Training,2020-11-26 23:22:09,2020-11-29 14:27:08,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200371,Upsampled dataset,2020-11-30 17:16:17,2020-11-30 20:13:01,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200276,Submission Scoring Error,2020-11-30 04:17:01,2020-12-02 00:12:08,8
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199996,Do we know the correct classification for the test image?,2020-11-28 18:08:50,2020-12-02 03:20:42,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200624,Considerations for the competition,2020-12-01 16:17:33,2020-12-01 16:17:33,0
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198409,Which is faster to learn PyTorch or TF?,2020-11-21 15:03:31,2020-12-01 02:27:54,11
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200224,Why suddenly I am getting No such file or directory: '/kaggle/input/cassava-leaf-disease-classification/train.csv Error?,2020-11-29 23:32:41,2020-11-30 07:36:27,4
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199980,applied Augmentations with/without Normalize,2020-11-28 16:46:58,2020-11-29 14:42:19,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199856,Predicting Inference Time in EfficientNets,2020-11-28 01:52:59,2020-11-28 01:52:59,0
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200020,Fast loading of images in PyTorch,2020-11-28 20:30:59,2020-11-30 06:20:18,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200230,Notebook/ Dataset help,2020-11-30 00:15:29,2020-12-01 19:13:33,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200019,Unable to preview or download individual files,2020-11-28 20:30:37,2020-11-30 03:59:09,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200347,About the evaluation,2020-11-30 13:58:06,2020-11-30 17:07:12,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198146,Research Papers related to this competition,2020-11-20 09:24:55,2020-11-26 08:11:47,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199042,Anyone willing to team up for this competition.,2020-11-24 15:00:14,2020-12-03 00:33:19,1
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199956,Data imbalanced,2020-11-28 14:24:27,2020-11-29 01:16:56,3
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198812,Similar Images Competition,2020-11-23 14:43:22,2020-11-26 18:11:34,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/198244,Ideas for Further Improving Public Kernels,2020-11-20 20:14:51,2020-11-25 18:08:41,6
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/199511,How to save trained model in Kaggle?,2020-11-26 11:28:05,2020-12-01 00:17:30,2
https://www.kaggle.com/c/cassava-leaf-disease-classification/discussion/200077,How load weights off-line?,2020-11-29 02:48:42,2020-11-30 01:39:11,4
